Search,Title,Location,Cities,States,Latitude,Longitude,Description,Skills,Min_Salary,Max_Salary,Mean_Salary,URL
Data Scientist,Data Scientist,"Trenton, NJ",Trenton,NJ,40.2205824,-74.75971700000001,"Data Scientist - Machine Learning, Python, Tableau - Trenton, New JerseyWe are an international biotech organization at the forefront of consumer experience.  Our global procurement team is expanding and we need to add a hands-on Data Scientist with a focus on algorithms, analytics, and competitive advantage.This team is partnering with people worldwide so a passion for collaboration is important.What You Need for this Position5+ years as a Data Scientist working with the following -- Machine Learning- Python- Tableau- Hadoop- R- Large Data Set Organization & Analytics- Statistical Modeling- Algorithmic Development- Data Visualizations & Reporting- AutomationMBA or other graduate degree.If you are a Python oriented Data Scientist in Trenton, NJ, please apply today!  We're looking forward to receiving your resume and application!                                    ",['Machine LearningPythonTableauHadoopRLarge Data Set Organization & AnalyticsStatistical ModelingAlgorithmic developmentData Visualizations & ReportingAutomatio'],130000,150000,140000.0,https://www.cybercoders.com/data-scientist-job-420497
Data Scientist,Data Scientist,"Campbell, CA",Campbell,CA,37.2871651,-121.9499568,"Data Scientist - SouthbayWe are creating a b2b platform product that will revolutionize the way that businesses fuction.  Our platform is built for clients who process large amount of data and who, as a result, need a huge amount of memory.  This Data Scientist should be extremely passionate about data science, willing to mentor a small but growing team while building their own career towards leadership and remaining involved in a hands-on capacity.What You Need for this Position6+ years of experience requested.- Data Science- Machine Learning- Python- scalability of code & product & modeling- closed-looped analyticsIf you are a Data Scientist and local to the Southbay Area, please apply today!                                    ",['Data ScienceMachine LearningPythonscalability of code & product & modelingclosed-looped analyticsAI product expertis'],Unknown,Unknown,Unknown,https://www.cybercoders.com/data-scientist-job-420982
Data Scientist,Data Scientist,"San Francisco, CA",San Francisco,CA,37.7749295,-122.4194155,"If you are a Data Scientist with experience, please read on! The set of problems that we tackle is incredibly diverse and complex. They cut across optimization, prediction, modeling, inference, and behavioral science. We research and develop the algorithms and models that make our solution intelligent, as well as implementing, scaling, and maintaining the code that powers our production systems.The ideal candidate is a critical thinker with experience and background in commercial life science domain, passionate about solving mathematical and behavioral problems with data, and is excited about working in a fast-paced, innovative and collaborative environment.e.What You Will Be DoingWork with Data Scientists, Product Managers, Customer Success and Services teams to frame a problem, both mathematically and within the business contextWrite production-level code; collaborate with Engineering team to implement algorithms in production and productize common solutionsPerform exploratory data analysis to gain a deeper understanding of the problemConstruct and fit statistical, machine learning and optimization modelsUtilize commonly used computing and database environments to get the data that you need and implement a working prototype of the formulated model.Learn and apply new methodologies in the intersection of applied math / probability / statistics / machine learning / computer science.Make intelligent approximations to the model if required to make it scalable.Analyze experimental and observational data; communicate findings; facilitate launch decisionsIdentify data sources that could be used to test assumptionsWhat You Need for this PositionMS/PhD in Computer Science, Statistics, Applied Math, or related areas. Exceptionally strong candidates with a BS and relevant work experience welcome.Proven track record of developing algorithms for production ready recommendation or prediction systems using languages and big data platforms such as Scala, Python, R, Java, Spark, Cassandra, and HadoopExperience working in an agile software development environmentPassion for solving unstructured and non-standard mathematical and behavioral problemsEnd-to-end experience with data, including querying, aggregation, analysis, and visualizationExperience implementing machine learning algorithmsExperience with analytics for commercial life science and pharma-specific analyses a big plusExcellent communication and presentation skills, being able to explain complex problems and the solutions applied, feeling comfortable in being part of the sales process, supporting the sales team, engaging with customers and presenting technical solutions to a nontechnical audienceExperience in data science and data analytics for life science industry especially in GTM strategy and execution a big plusHigh-energy self-starter with a passion for your work, attention to detail, and a positive attitudeGreat team player, willingness to collaborate and communicate with others to solve a problem.So, if you are a Data Scientist with experience, please apply today!                                    ",['Machine LearningHadoopData MiningRPytho'],120000,175000,147500.0,https://www.cybercoders.com/data-scientist-job-421067
Data Scientist,Data Scientist,"Los Angeles, CA",Los Angeles,CA,34.0522342,-118.24368490000002,"If you are a Data Scientist with experience, please read on!We are a global ad tech company which helps the biggest publishers monetize their inventory.   We're changing the way online advertising is done.  We need a few solid Data Scientists to add to our team.What You Will Be Doing-You will build complex Data Science solutions for large-scale product initiatives, scaling up to a Petabyte of data.-Design and build predictive customer behavior models for targeting and personalization-Implement Machine Learning and statistics-based algorithms for prediction and optimization, then deliver to production-Build and maintain code to populate HDFS, Hadoop with log from Kafka or data loaded from SQL production systems-Design, build and support algorithms of data transformation, conversion, computation on Hadoop, Spark and other distributed Big Data SystemsWhat You Need for this Position-3+ years of experience as a Data Scientist, preferably in Big Data Environment -2+ years of programming experience in Java/Scala and/or Python-Hadoop stack (HIVE, Pig, Hadoop streaming) and MapReduce-HBase or comparable NoSQL-SQL & database experience-Experience with Google products: Google Cloud Storage, Google Analytics and Google Big Query (a plus)-Bachelor’s degree in quantitative or related fieldWhat's In It for You-Medical, Dental and Vision -401k-Generous PTO-Equity stakeSo, if you are a Data Scientist with experience, please apply today!                                    ",['Machine LearningPythonBig DataRData MiningHadoopProgrammati'],90000,175000,132500.0,https://www.cybercoders.com/data-scientist-job-422766
Data Scientist,Data Scientist,"San Francisco, CA",San Francisco,CA,37.7749295,-122.4194155,"If you are a Data Scientist with experience, please read on!You enjoy transforming rough insights and basic hypotheses to concrete reality. You work from the raw data all the way to the presentation of results. You will build scalable machine learning campaigns to solve various real world retail industry problems mixing signals from product data, location data, click stream and transaction data. The use cases we try to solve are million dollar retail industry problems. The use cases are already identified, and your job is to come and solve those use cases, crunching data from very large data sets and building scalable ml campaigns. This is a firsthand opportunity for you to solve those problems and make an immediate impact.We are looking for an algorithm-oriented engineer/data scientist well versed in machine learning and statistics to join our team.What You Will Be Doing-Solve machine learning problems over very large data sets-Develop scalable machine learning campaigns and deploy that into production-Conduct exploratory data analysis using statistical packages such as R, Spark-Design and create internal and customer-facing web service APIs to access the model-Classify and categorize behaviors based on mobile, web, and other signals-Implement notification customer campaigns that generate liftWhat You Need for this Position-3+ years experience in developing scalable marketing campaigns using data-Solid understanding of statistics and machine learning-Experience presenting analytics in quantitative and visual formats-Experience writing high-performance code to meet marketing goals-Previous data driven marketing wins to achieve hard ROI goals strongly preferredWhat's In It for You-Medical, Dental and Vision -401k -Flexible work schedule, WFH option -EquitySo, if you are a Data Scientist with experience, please apply today!                                    ",['Machine LearningRSPARKPythonData Minin'],100000,160000,130000.0,https://www.cybercoders.com/data-scientist-job-423189
Data Scientist,Data Scientist,"Cambridge, MA",Cambridge,MA,42.373615799999996,-71.10973349999998,"If you are a Data Scientist who enjoys building back-end data systems and creating clean data structures, please read on!We also have an endless supply of engaging engineering work to be done and are currently hiring a Data Scientist to join us. We're looking for hungry people who are passionate about redefining the data science space. We offer a true work/life balance with a fun and dynamic work environment. If you are ready to join a truly stable company that has roots in the industry and endless career growth and advancement, we are the company for you!Top Reasons to Work with UsBased in Boston, we are leader in the Marketing industry.We have experienced tremendous success and have become one of the few companies in our space to ever be on the Fortune 500.Our leadership has been a part of this company for 10+ years and our turnover is exceptionally low.1. True work/life balance!2. Join a world class engineering team.3. Experience tremendous personal and professional success.What You Need for this PositionWe are looking for a passionate, self-directed, and good communicator. We want someone who wants to work in a collaborative team, someone who wants to work for a proven company, and someone who wants to continue learning new technology as they advance. - 3+ years of Data Scientist experience- 2+ years working with a Marketing or E-Commerce team- SQL/Python/Big DataMust have excellent technical communication skills.What's In It for YouHighly Competitive Salary Very Good Health BenefitsFantastic PerksPaid Holidays, Vacation, Sick DaysSo, if you are a Data Scientist who has the ability to communicate and wants to work for a highly-progressive company, please apply today!                                    ",['Full StackCassandraElasticSearchSolrData ScientistPythonMachine LearningRData MiningSQ'],110000,150000,130000.0,https://www.cybercoders.com/data-scientist-job-423723
Data Scientist,Data Scientist,"San Francisco, CA",San Francisco,CA,37.7749295,-122.4194155,"Based in San Francisco, CA - We are on a mission to revolutionize how companies analyze and plan their businesses. By implementing our next-generation cloud platform, companies are able to excel in every business capacity and make informed decisions, while driving faster, more effective planning processes. Our platform is already being used by hundreds of Fortune 2000 companies and we are continuing to grow!Top Reasons to Work with Us- The opportunity to work for one of the coolest companies in global tech – our awards include Top 10 Most Innovative Enterprise Software Companies (Fast Company 2016) & a double Magic Quadrant Visionary (Gartner, 2015)- Highly competitive salaries and compensation packages - we’re very serious about attracting the very best technologists in the industry.- A long list of incredible benefits worthy of a leading Silicon Valley tech firm (inc. stock options, bonuses, healthcare, flexible working hours, global travel opportunities and much more.- Huge technical problems to solve – you will constantly be learning and pushing boundaries, working with some of the smartest people around!What You Will Be DoingAs a Senior Data Scientist you will help disrupt the future of business planning through Machine Learning. Analyze a massive amount of data from Supply Chain, Sales, Marketing, Finance, to IT & Ops to develop predictive models to help our enterprise customers make better business decisions. Unlike many startups, we have many customers and a lot of real business data to tackle real problems.What You Need for this PositionREQUIRED SKILLS:- 6+ years of experience with advanced AI techniques (machine learning, predictive analytics, optimization, semantic analysis, time-series analysis, advanced visualization) to real-world problems- 2+ years experience in Deep Learning- Proficiency in Python and/or RBONUS SKILLS:- Experience with frameworks such as Tensorflow, Theano, Keras, Torch, is desirable.- Spark: pyspark MLlib (running ML algorithms on local Hadoop cluster environment), AWS or machine learning on Azure.- Master’s in Computer Science, Operations Research, Statistics, Applied Math.So, if you are a Data Scientist with experience, please apply today!                                    ",['AI TechniquesDeep LearningMachine LearningPythonR programmingSpark/Hadoo'],Unknown,Unknown,Unknown,https://www.cybercoders.com/data-scientist-job-424119
Data Scientist,Data Scientist,"New York City, NY",New York City,NY,40.7127753,-74.0059728,"If you are a Data Scientist with a track record of analytical, data driven work, please read on!Top Reasons to Work with Us- Our employees are our greatest strength.  We are dedicated to our peoples’ success and growth within the company- We help people!  Our services allows people to navigate through issues and come out better on the other side- Our work culture is based on a Team mentality which recognizes and rewards our peopleWhat You Will Be Doing- Develop and implement advanced statistical models.- Perform analysis of structured and unstructured data to solve complex business problems. - Build marketing segments, evaluate scenarios, predict future outcomes, and optimize performance. - Lead complex research and analytics projects across teams.- Research, test, and validate new modeling techniques as appropriate for specific solutions.- Present and depict recommendations so that stakeholders can make data-informed decisions.What You Need for this Position- Track record of success in data mining and building and implementing complex models- History of working with large internal and external data sets - Expertise in R/Python and SQL or similar industry standard tools use for large-scale data analysis and modeling.- Knowledge of linking multiple data platforms with data visualization tools is a PLUS- Experience in data mining and statistical modeling techniques (regression, decision tree, time series, etc. Knowledge of optimization theory and statistical model application are also preferred.- Ability to clearly communicate complex, technical data to various team leadersWe are interviewing so APPLY TODAY!                                    ",['Data MiningSASTableauRPythonSQLData Visualizatio'],100000,130000,115000.0,https://www.cybercoders.com/data-scientist-job-424349
Data Scientist,Data Scientist,"Calgary, AB",Calgary,AB,51.0486151,-114.07084590000001,"We are a rapidly growing, privately held company positioned at the forefront of the movement to bring much-needed technologies to today’s oilfields. Our core mission is to add visibility to every well in every field, regardless of its location or current communications system.Top Reasons to Work with UsWe are honored to be voted one of the best places to work in Calgary!We are doing MAJOR things in the IoT space!We are well funded and have an amazing growing customer baseWhat You Will Be DoingAs a Data Scientist you will report to the Chief Technology Officer with the objective of leveraging/applying innovative machine learning and data mining technologies for solving a diverse set of problems related to the oil and gas industry.  You’re looking for a cultural ‘fit’ rather than just a jobPassion, an outgoing personality and self-motivation define youYou like to be part of a team, but also work well independently without supervisionCustomer satisfaction is important to you, but you remain true to your valuesYou love collaborating with others, reading and learning like you’ve never left schoolYou are curious, creative, biased toward action and love solving problemsIt is in your nature to do less, but do it well, and always deliver what you promiseYou don’t assume that you are the best and have humility to learn from othersYou see the world as a set of mathematical equationsUse your background and experience in machine learning and information retrievalUtilize dataset experience in document, graph, log data and semi-structured dataRoutinely apply your strength in Statistical Modeling, Data Mining, Pattern Recognition andInformation RetrievalEmploy your knowledge of distributed computing solutions and leverage them towards gainingfaster insights from dataExplore and examine data from multiple disparate sources with the goal of discovering previouslyhidden insights Work regularly in the CloudWhat You Need for this PositionGraduate degree in Engineering, Science or related field at an accredited college or university3+ years work experience designing and developing data science solutions (school projects not included)Excellent understanding of machine learning techniques and algorithms, such as k-NN, NaiveBayes, SVM, Decision Forests, etc.Data mining experience including data auditing, aggregation, validation and reconciliationExtensive experience working with Hadoop, Apache Spark, AWS EMRExperience with common data science toolkits, such as R, Weka, NumPy, MatLab, etcWhat's In It for YouSensational work/life balanceTop notch compensation and benefitsOur employees are our family and we will always treat each other as suchSo, if you are a Data Scientist with experience, please apply today!                                    ",['Data Science ExperiencenumpyMachine Learnin'],Unknown,Unknown,Unknown,https://www.cybercoders.com/data-scientist-job-425176
Data Scientist,Data Scientist,"Costa Mesa, CA",Costa Mesa,CA,33.6412156,-117.91882209999999,"If you are a Data Scientist with experience, please read on!What You Will Be DoingOur ideal candidate will have expertise working with large data sets to explore, interpret, and quantify relationships between economic indicators, media strategies, and business outcomes. We're also looking for those who have solid mathematics, statistical packages, libraries and basic data base schemes.What You Need for this PositionMore Than 7+ Years of experience and knowledge of:- Machine Learning- Python- R- SQL- Data Mining- Hadoop- Statistical modellingMajored in Statistics, Engineering, Math, Economics, Computer Science or other technical fieldsSo, if you are a Data Scientist with experience, please apply today!                                    ",['Machine LearningPythonRSQLData MiningHadoopStatistical Analysi'],Unknown,Unknown,Unknown,https://www.cybercoders.com/data-scientist-job-426052
