,Job Title,Location,Job Salary,Job Description,Preferred Skills
84,Data Scientist ** TS/SCI Clearance Required**,"Chantilly, VA","['100', '150']","If you are a Data Scientist with TS/SCI Clearance looking to grow your career, this opportunity is for YOU!What You Will Be Doing6+ years of Modeling Analysis experience for the Intelligence CommunityExperience with Verification and Validation (IV&V)Experienced in developing data models to meet the requirements for the Intelligence Community.Active TS/SCI with PolygraphWhat You Need for this PositionMore Than 5 Years of experience and knowledge of:- analyzing and interpreting complex digital data- database- date wrangling- data VisualizationWhat's In It for YouUnited Healthcare401K MatchingPaid Time OffBonuses! DentalVisionLife InsuranceLong/Short Term Disability Health Savings Account.**Candidates who answer the application questions will receive priority*****To schedule your interview call today 949.333.3376 or email your resume (word format) directly to chelsea.brister@cybercoders.com***
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        analyze and interpret complex digital data                                                                                                                                                                                                                                    Database                                                                                                                                                                                                                                    date wrangling                                                                                                                                                                                                                                    Data Visualization                                                                                                                                                
85,Data Scientist ** TS/SCI Clearance Required**,"Alexandria, VA","['100', '150']","If you are a Data Scientist with TS/SCI Clearance looking to grow your career, this opportunity is for YOU!What You Will Be Doing6+ years of Modeling Analysis experience for the Intelligence CommunityExperience with Verification and Validation (IV&V)Experienced in developing data models to meet the requirements for the Intelligence Community.Active TS/SCI with PolygraphWhat You Need for this PositionMore Than 5 Years of experience and knowledge of:- analyzing and interpreting complex digital data- database- date wrangling- data VisualizationWhat's In It for YouUnited Healthcare401K MatchingPaid Time OffBonuses! DentalVisionLife InsuranceLong/Short Term Disability Health Savings Account.**Candidates who answer the application questions will receive priority*****To schedule your interview call today 949.333.3376 or email your resume (word format) directly to chelsea.brister@cybercoders.com***
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        analyze and interpret complex digital data                                                                                                                                                                                                                                    Database                                                                                                                                                                                                                                    date wrangling                                                                                                                                                                                                                                    Data Visualization                                                                                                                                                
86,"Blockchain Data Scientist, REMOTE & Start-Up!!!","San Francisco, CA","['100', '200']","If you are a Blockchain Data Scientist with experience, please read on! We've just received another round of funding and we're looking to add a superstar data scientist with blockchain experience to our growing team. Our team consists of entrepreneurs that have  developed and sold a number of companies so this isn't our first rodeo! Applications are reviewed and processed quickly - please apply today if you are interested.**Application will be considered incomplete unless screening questions are answered; incomplete applications cannot be submitted for further review. Please answer all screening questions in detail in order to expedite the process.**What You Will Be Doing- Using structured and unstructured data for pattern analysis algorithms- Designing algorithms- Developing code- Testing and deploying systems on a daily basisWhat You Need for this Position- Solid engineering  experience- Strong experience with Python, Scala, and R- Experience with Cassandra and Graph Databases- Machine learning and algorithm development- Previous experience working with blockchain technologies such as solidity- Reverse engineeringWhat's In It for You- Competitive Salary- Equity- Work with a team of experienced entrepreneurs that have successfully sold companies in the pastSo, if you are a Blockchain Data Scientist with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        Blockchain                                                                                                                                                                                                                                    Solidity                                                                                                                                                                                                                                    Python                                                                                                                                                                                                                                    R                                                                                                                                                                                                                                    Scala                                                                                                                                                                                                                                    Cassandra                                                                                                                                                                                                                                    Data Science                                                                                                                                                                                                                                    Machine Learning                                                                                                                                                                                                                                    HyperLedger                                                                                                                                                                                                                                    Reverse Engineering                                                                                                                                                
87,"Sr.  Machine Learning Data Scientist - Big Data, Visualization","Berkeley, CA",[],"Located in beautiful Berkeley, CA, we are a Data Science as a Service (DSAAS) working with the top healthcare organizations in the U.S. on a national scale (Cigna, Blue Shield, Kaiser, etc). We have doubled our team in the past year and are looking for multiple members to handle our needs. If you have a passion for healthcare, data science, and big data, join us today.Top Reasons to Work with Us- HUGE room for Growth- Very Competitive Salary- Great Work/Life BalanceWhat You Will Be DoingInform product strategy, influence the product roadmap, and guide product decisions by: •Accessing and analyzing rich healthcare data to generate insights and make proactive recommendations. •Formulating success metrics for optimizing healthcare resources and patient experience, creating visualizations to monitor them. •Designing and analyzing experiments to test new ideas for optimizing improving our client's precious resources. •Developing models and data-driven solutions that add material insight to our clients understanding of their business and their business environmentWhat You Need for this Position*********Please note - Machine Learning and Big Data experience at advanced levels are required. •Minimum 2-5 years outside of PhD/Masters work working as a Data Scientist or Fellow.  •PhD or Masters in a quantitative discipline: Computer Science, Statistics, Applied Mathematics, Operations Research, Engineering  •Machine Learning •Big Data (Hadoop/HDFS, Pig, Hive, etc)•Visualization/Tableau •Strong programming experience in Python or RWhat's In It for YouFor your hard work, you will be rewarded with a strong compensation package that includes a competitive base salary (D.O.E), excellent medical, dental and health benefits and other cool perks.Interviews are ongoing so, please FULLY COMPLETE THE APPLICATION QUESTIONS INCLUDING THE SELF ASSESSMENT ASAP! Complete applications will receive priority!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        Python/R/Julia                                                                                                                                                                                                                                    Predictive Modeling and Analytics                                                                                                                                                                                                                                    Machine Learning                                                                                                                                                                                                                                    Big Data - Hadoop/Pig/Hive/Similar                                                                                                                                                                                                                                    Visualization/Tableau                                                                                                                                                                                                                                    Healthcare Analytics                                                                                                                                                
88,"Senior Data Scientist - Data Analytics & Modeling, Python, R!","Moline, IL","['110', '130']","If you are a Data Scientist with 5+ years of experience with Data Analytics (Engineering/Modeling) and proficiency with Python and R, please read on!With an office in Moline, IL, We are rapidly expanding our data science team and and looking for someone with a strong background in Data Analytics to provide technical leadership across multiple divisions positioning their members into a future executive leadership group.  They should be very comfortable creating models and programming with R and Python, as well as app programming technologies such as Java, JavaScript, Scala.  Bonus points for experience working in Agile and AWS environments.Top Reasons to Work with Us1. Great Work Life Balance2. Mass Growth3. Work with the latest technologies and innovativeWhat You Will Be Doing- Ensure the actual adoption and value realization of the analytical solutions and models by developing the complex analytic models, proving the validity of these models, explaining them to the business partners, and driving continuous improvement to the models based on model results and business requirements changes- Perform highly complex statistical analysis on structured and unstructured data from multiple sources with many potential non-unique identifiers- Find and integrate new internal or external datasets necessary to complete the analysis and improve the validity, predictability, and accuracy of models- Mentor junior team members as the lead data scientist and operations research analyst on the team- Serve as the lead technical expert for analytics and consult with other analytic professionals, industry experts and business partners to advocate for the technologies and methodologies that must be implemented to realize high cost-savings and optimizations opportunities- Consult and oversee analytics experts and analytic solution development done by third party companies- Proactively stay up-to-date with the latest appropriate analytical techniques, tools and frameworks from both academia and the industry to recommend and implement these where neededWhat You Need for this PositionRequired:- 5+ years of Data Science / Data Engineering and Modeling experience- 5+ years of experience in solving business problems and realization of optimizations and savings with advanced analytical solutions- 5+ years of programming and statistical modeling with R and Python- 5+ years of experience in operations research methods as well as tools such as Lindo, GUROBI, CPLEX- Experience developing in AWS cloud environments- Proven experience with application programming using languages s Java Script, Java, Scala, etc.- Demonstrated ability and desire to learn new techniques in the field of data and analytics, potentially leading to a relevant Advanced Degree- Experience in development of Expert systems- Experience with Agile methodology- Basic knowledge of the internal manufacturing processes as well as the Marketing and Customer Support processes- B.S. in Computer Science, Mathematics, Statistics, or Business AnalysisWhat's In It for YouGreat opportunity to grow with major well known company!So, if you are a Data Scientist with 5+ years of experience and proficiency with Python, R, and App Programming languages, please apply today!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        Data Analytics                                                                                                                                                                                                                                    Data Modeling                                                                                                                                                                                                                                    Data Engineering                                                                                                                                                                                                                                    Python                                                                                                                                                                                                                                    R                                                                                                                                                                                                                                    Scipy                                                                                                                                                                                                                                    App Programming (Java/JavaScript/Scala)                                                                                                                                                                                                                                    Research Tools (Lindo/Gurobi/CPLEX)                                                                                                                                                                                                                                    Business Optimization through Data Analysis                                                                                                                                                                                                                                    Knowledge of Internal Manufacturing Processes                                                                                                                                                
89,Data Scientist | AI Cyber Security Firm (RELOCATION ASSISTANCE!),"Newport Beach, CA","['120', '175']","If you are a Data Scientist with Python experience, please read on!Situated near one of Orange County's most beautiful beaches is an innovative opportunity for fantastic Engineers and Scientists to work with an up and coming cyber security startup in sunny Newport Beach, CA. We just closed a large round of funding and are working to rapidly build out our team. We need strong individual contributors who can help build our platform and build our business. Our product uses tools to protect cloud-based networks and infrastructure. We are seeking candidates who are ready to work with an early stage start up and have a say-so on how we shape our product. He or she will write production quality code and produce our product that will provide visibility as well as control. We need candidates who excel in building a product as well as engineering cloud platforms.What You Need for this Position- Bachelor's (Master's or PhD is even better!) 3+ Years of Experience and Knowledge in:- Machine Learning (AI, NLP, Computer Vision, etc.)- Python or R/Java/Scala- AWS or other cloud-based software- Big Data (Hadoop, Hive, etc.)What's In It for You- $120-175k - Vacation/PTO- Flex Hours- Medical- Dental- Vision- Relocation Assistance- Food Truck Friday- Bike Share- Company Sponsored Events- Walking Distance to the Beach- TelecommuteSo, if you are a Data Scientist with machine learning experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        Machine Learning                                                                                                                                                                                                                                    Python                                                                                                                                                                                                                                    Data Mining                                                                                                                                                                                                                                    AWS                                                                                                                                                                                                                                    Big Data                                                                                                                                                
90,"Lead Data Scientist - CNN, Deep Learning - RELOCATION OFFERED!","West Hollywood, CA","['150', '250']","Are you an Expert with Convolutional Neural Networks?Do you have Tensorflow experience?If you said yes to the above questions, keep reading! We are a new, well-funded startup in West Hollywood, CA, using  Deep Learning to solve longstanding problems in the biology field. We are looking to bring on an a Lead Data Scientist who is a CNN Expert to our team ASAP!**WE WILL RELOCATE THE RIGHT CANDIDATE!**What You Need for this Position- PhD, or published CNN expert- Convolutional Neural Networks- Deep Learning - TensorflowPlus Skills! (not required)+ RNN+ General Adversarial Networks or Autoencoders+ Reinforcement Learning+ Biology/Medical Related Skill SetSo, if you are a Lead Data Scientist who is a CNN Expert, please apply today!Or, send your resume directly to Stephanie.Cluney@CyberCoders.com
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        Machine Learning                                                                                                                                                                                                                                    Deep Learning                                                                                                                                                                                                                                    Data Science                                                                                                                                                                                                                                    neural networks                                                                                                                                                                                                                                    Tensorflow                                                                                                                                                                                                                                    Reinforcement Learning                                                                                                                                                                                                                                    CNN                                                                                                                                                                                                                                    RNN                                                                                                                                                
91,Senior Data Scientist - Machine Learning / Graph & Modeling,"Santa Clara, CA","['130', '200']","If you are a Data Scientist with 7 years of experience , please read on!   -- For immediate consideration, email your resume to evan.bates@cybercoders.com --Top Reasons to Work with UsBased in Santa Clara, CA, we are disrupting education by transforming the way millions of students learn.  Voted Glassdoor's ""One Of The Best Places To Work"" in 2015, our work here today will improve and shape education for future generations! We're just getting started, and you have the opportunity to play a big role in our future. We are looking for bright and energetic individuals who are passionate about technology and are looking to make a difference.As an employee here, you will be given the resources to be successful, and have a lot of ownership and autonomy. We foster a culture that is consistent with our mission and vision around continuous learning from and developing each other and our careers.What's In It for YouWe are willing to offer an excellent compensation package of $140k - $200k with unlimited PTO. Our PTO policy is simple, we don't have one. Our employees work with their manager to schedule time off and we don't track it. We also offer medical/dental/vision benefits, 401k with matching, tuition reimbursement, and a college loan reduction program. Also we have a fun working environment with a fully stocked kitchen, lunch on us every day, foosball, Ping Pong, Pool Table, Wii, and on site gym.What You Will Be Doing• Develop adaptable NLP solutions including text categorization, domain classification, entity extraction and linkage, event detection, text preprocessing to improve    products and services• Identify and prioritize NLP projects for the company use cases• Identify key evaluation metrics and release requirements for NLP products.• Integrate new data and design workflows• Innovate, share and educate team members and communityWhat You Need for this Position• MSc. or PhD. in computer science, engineering, statistics, computational linguistics• 7 + years of experience in machine learning, natural language processing, information retrieval, signal processing, recommendation systems• Text mining: relation extraction, pattern detection, named entity recognition, semantic role labeling• Topic modeling, clustering and classification• Acquiring natural language resources• Domain-specific language modeling• Strong programming skills in Linux/Unix scripting/Python/R/Java/Scala• Hands-on experience with NLP / IR tools and libraries (e.g. NLTK, SOLR, CoreNLP)• Experience using Big Data platforms (Hadoop/Mahout, Spark/MLlib) for NLP• Experience building production-ready systems and/or developing text processing solutions for company-wide useSo if you are an energetic and fun individual who is looking for the chance to make a meaningful impact on others, please apply now!  Interviews begin this week!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        Machine Learning                                                                                                                                                                                                                                    Natural Language Processing                                                                                                                                                                                                                                    Hadoop                                                                                                                                                                                                                                    Python                                                                                                                                                
92,Senior Data Scientist - Machine Learning / Graph & Modeling,"Santa Clara, CA","['130', '200']","If you are a Data Scientist with 7 years of experience , please read on!   -- For immediate consideration, email your resume to evan.bates@cybercoders.com --Top Reasons to Work with UsBased in Santa Clara, CA, we are disrupting education by transforming the way millions of students learn.  Voted Glassdoor's ""One Of The Best Places To Work"" in 2015, our work here today will improve and shape education for future generations! We're just getting started, and you have the opportunity to play a big role in our future. We are looking for bright and energetic individuals who are passionate about technology and are looking to make a difference.As an employee here, you will be given the resources to be successful, and have a lot of ownership and autonomy. We foster a culture that is consistent with our mission and vision around continuous learning from and developing each other and our careers.What's In It for YouWe are willing to offer an excellent compensation package of $140k - $200k with unlimited PTO. Our PTO policy is simple, we don't have one. Our employees work with their manager to schedule time off and we don't track it. We also offer medical/dental/vision benefits, 401k with matching, tuition reimbursement, and a college loan reduction program. Also we have a fun working environment with a fully stocked kitchen, lunch on us every day, foosball, Ping Pong, Pool Table, Wii, and on site gym.What You Will Be Doing• Develop adaptable NLP solutions including text categorization, domain classification, entity extraction and linkage, event detection, text preprocessing to improve    products and services• Identify and prioritize NLP projects for the company use cases• Identify key evaluation metrics and release requirements for NLP products.• Integrate new data and design workflows• Innovate, share and educate team members and communityWhat You Need for this Position• MSc. or PhD. in computer science, engineering, statistics, computational linguistics• 7 + years of experience in machine learning, natural language processing, information retrieval, signal processing, recommendation systems• Text mining: relation extraction, pattern detection, named entity recognition, semantic role labeling• Topic modeling, clustering and classification• Acquiring natural language resources• Domain-specific language modeling• Strong programming skills in Linux/Unix scripting/Python/R/Java/Scala• Hands-on experience with NLP / IR tools and libraries (e.g. NLTK, SOLR, CoreNLP)• Experience using Big Data platforms (Hadoop/Mahout, Spark/MLlib) for NLP• Experience building production-ready systems and/or developing text processing solutions for company-wide useSo if you are an energetic and fun individual who is looking for the chance to make a meaningful impact on others, please apply now!  Interviews begin this week!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        Machine Learning                                                                                                                                                                                                                                    Natural Language Processing                                                                                                                                                                                                                                    Hadoop                                                                                                                                                                                                                                    Python                                                                                                                                                
93,"Data Scientist - Computer Vision, ML, Python, C++, OpenCV, PCL","New York City, NY",[],"If you are a Data Scientist with experience in solving computer vision problems, please read on!Based in New York City, we are a dedicated, talented and passionate organization that specializes in creating innovative products for the construction industry. We are committed to bringing usable products to market.If you are interested in joining an innovative company that pushes the envelope in the industry and cares about creating an enriching environment for its employees, then apply immediately!Top Reasons to Work with UsWe are looking to transform construction using machine learning and computer vision.What You Will Be DoingA Lead Data Scientist with experience in machine learning and how it can be applied to solve computer vision problems.  You will work with civil engineers, software engineers and mathematicians to deploy solutions for construction projects, work with developers to design computer vision algorithms using 2D/3D Spatiotemporal data, and work closely with your team to translate business objectives into research initiatives.What You Need for this PositionAt Least 3 Years of experience and knowledge of:- Machine Learning, Deep Learning- C++, Python, R- Open CV- Management and development experienceNice to Have:- PHD in Computer Science- Revit, PCL- Machine learning experience to solve computer vision problems- Knowledge of Construction IndustryWhat's In It for You- Competitive Compensation- Attractive Benefits (PTO, Benefits, Equity)- Great work/life balance- Well Funded company with opportunity to grow- Be a part of bringing an innovative product to market- Work with talented engineers and developersSo, if you are a Computer Vision Engineer with experience, please apply today! Interviews are happening now!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        Machine Learning                                                                                                                                                                                                                                    Deep Learning                                                                                                                                                                                                                                    Computer Vision                                                                                                                                                                                                                                    2D                                                                                                                                                                                                                                    3D                                                                                                                                                
94,Senior Data Scientist / NLP Engineer -- RELO TO BOSTON!,"Boston, MA",[],"Based in downtown Boston we are a rapidly growing, well-financed, AI powered and dynamic start-up(been around for a few years) looking to build our engineering team.If you are a Senior Data Scientist with 5+ years of experience, please read on!Top Reasons to Work with Us1. Get in early with a growth mode start-up in the AI space2. Our product helps and saves millions of company's hours per year in finding key contract data for audits and other diligence3. VERY COMPETITIVE Base + Bonus + The chance to work closely with the CTO to shape the technical direction of our company moving forwardWhat You Will Be DoingDevelop NLP systems that help our customers understand their contractsWork with a wide range of structured and unstructured data sets and sourcesDesign and build customized, large scale cloud-based machine learning systemsWhat You Need for this PositionStrong software development skills and backgroundBackground and experience in NLPStrong programming background in Python or similar scripting / programming languageObject-oriented programmingIn-depth knowledge of testing frameworksSo, if you are a Machine Learning Engineer with 3+ years of Python or a similar scripting language, please send over an updated resume to me at ben.stehle@cybercoders.com to learn more!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        Machine Learning Algorithms                                                                                                                                                                                                                                    Python                                                                                                                                                                                                                                    NLP Frameworks                                                                                                                                                                                                                                    TensorFlow/Caffe/Theano/Torch/Scikit-learn                                                                                                                                                
95,Senior/Lead Computational Biologist,"Saint Louis, MO","['120', '150']","If you are a Senior/Lead Computational Biologist with good machine learning experience, please read on!Based in St. Louis, we are a technology startup that just received 40 million in funding. We are in the agricultural solutions space focusing on unlocking the global genetic potential of plants to enhance the sustainability of food, feed, fiber and fuel production.  We and our partners harness natural and novel genetic variation through breeding, trait development, and genome editing to develop products that accelerate crop improvement.Top Reasons to Work with Us- Competitive salary ($120k - $150k)- Dynamic and exciting work environment- Full Benefits (health, dental, vision, etc.)- 401k match- Casual work environment- Partial time at work to continue your own creative ventures- Working with some of the brightest minds in the worldWhat You Need for this Position5+ years hands-on experience developing and analyzing complex biological data sets with actionable outputs- Experience using large genetic, or –omic data sets to solve problems in biology or molecular genetics- Experience using advanced statistical, machine learning, and AI concepts, methodologies and libraries- PhD in computational biology, population genetics, mathematics, crop science, stats, etc. is preferredSo, if you are a Senior/Lead Computational Biologist with good machine learning experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        Machine Learning                                                                                                                                                                                                                                    Computational Biology                                                                                                                                                                                                                                    Biological data sets                                                                                                                                                                                                                                    Data Scientist                                                                                                                                                
96,Machine Learning Scientist / Engineer,"Costa Mesa, CA",[],"Situated where the 55 and 405 intersect in sunny Orange County is a stimulating opportunity for talented individuals who want to work on next generation problems in AI in Costa Mesa, CA!! We are an artificial intelligence firm unlocking and unleashing the world of artificial intelligence. We are simplifying the world of complex data and building a scalable platform that will utilize cognitive computing to automate unstructured audio and video data into actionable intelligence.What You Will Be DoingYou'll be working on bleeding edge technologies with a fast-growing company that has been massively successful in a short period of time.  You'll work with an innovative team to create build out best-in-class cognitive engines by developing advanced algorithms to perform comprehensive analysis in real-time!What You Need for this PositionAt Least 3 Years of experience and knowledge of:- Machine Learning- Computer Vision- Natural Language Understanding- Theano- Tensorflow- Keras- Deep Learning- Neural Networks- Python- JavaWhat's In It for You- $150-190k DOE- Vacation/PTO- Work from Home Days - Medical- Dental- Vision- Relocation Assistance- 401(k)- Stock Options- Catered Lunch- Company Sponsored Events - Free Lunch FridaysSo, if you are a Machine Learning Scientist / Engineer with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        Machine Learning                                                                                                                                                                                                                                    Computer Vision                                                                                                                                                                                                                                    Natural Language Understanding                                                                                                                                                                                                                                    Theano                                                                                                                                                                                                                                    Tensorflow                                                                                                                                                                                                                                    Keras                                                                                                                                                                                                                                    Deep Learning                                                                                                                                                                                                                                    neural networks                                                                                                                                                                                                                                    Python                                                                                                                                                                                                                                    Java                                                                                                                                                
97,Machine Learning Scientist,"San Mateo, CA","['120', '160']","Based in San Mateo(right near the closest train stop in a brand new office), we are a privately held, established three year Big Data Analytics start-up using a data-as -a-service to dominate the space.  Through the use of machine learning and artificial intelligence technologies, we predict what the business user wants to visualize and then connects the data to the BI tools for fast and accurate results.  It should come as no surprise that some of the most reputable company's out there like Nike, Disney and Boston Biomedical(to name a few) use our tool of choice.With the combination of funding we have closed recently along with our rapidly growing customer base, we are looking to hire talented Machine Learning enthusiasts who love data to support our aggressive growth plans that we have ahead.If you are a Machine Learning Engineer with 2+ years of experience, please read on!Top Reasons to Work with Us1. Disruptive and innovative are just a few words to describe us2. We already have over 75 employee's and have been around for less than three years3. Competitive Base + Equity + Health Benefits and unlimited PTO4. We have fun and are deeply passionate about what we do and what we are trying to accomplish5. The chance to join a funded, yet established start-up in an exciting space as our first Machine Learning EngineerWhat You Need for this PositionAlthough we hire for the person, and not the skill set, qualified candidates should be well versed in a majority of the following area's:- MS Degree Required(Ph.D strong plus) in Computer Science- Python / Java / Scala- Machine Learning Techniques and libraries; TensorFlow, MXNET, Keras to name a few- Natural Language Processing(NLP) / Recurrent Neural Network(RNN)A few other traits we look for in our employee's:- Data and analytics guru- Passionate about open source development and machine learning- Ability to work on a small team with the chance to move into leadership role down the road- You excel in a fast-paced environment and can handle multiple tasks at onceWe are looking to interview and hire as soon as we find the right fit.  If you are interested in hearing more prior to jumping on the phone with the HM, please send over an updated resume to my email today -- ben.stehle@cybercoders.com
                

                    Applicants must be authorized to work in the U.S.",                Preferred Skills                                                                                                                                                                        Machine Learning                                                                                                                                                                                                                                    Big Data analytics                                                                                                                                                                                                                                    Java                                                                                                                                                                                                                                    Python                                                                                                                                                                                                                                    NLP                                                                                                                                                
